entity,code,year,dtp1_coverage_pct,dtp3_coverage_pct,dtp3_minus_dtp1_pct_gap,source
Afghanistan,AFG,1980,22,4,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1985,86,66,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1986,80,58,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1987,80,58,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1988,80,58,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1989,79,56,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1990,86,66,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1991,92,78,-14.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1992,88,71,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1993,91,75,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1994,50,74,24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1995,85,81,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1996,75,77,2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1997,99,79,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1998,99,93,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,1999,99,94,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2000,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2001,99,98,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2002,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2003,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2004,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2005,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2006,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2007,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2008,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2009,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2010,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2011,99,99,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2012,99,95,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2013,98,97,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2014,98,93,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2015,97,96,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2016,95,89,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2017,92,83,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2018,87,87,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2019,79,70,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2020,88,77,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2021,74,68,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2022,84,77,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2023,90,90,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Brazil,BRA,2024,91,91,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1987,95,85,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1988,95,86,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1989,95,87,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1990,96,88,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1991,96,88,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1992,96,89,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1993,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1994,97,93,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1995,97,87,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1996,98,90,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1997,95,86,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1998,95,90,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,1999,95,90,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2000,95,89,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2001,95,89,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2002,95,88,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2003,95,91,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2004,96,91,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2005,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2006,96,95,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2007,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2008,96,92,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2009,96,91,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2010,96,89,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2011,96,87,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2012,99,91,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2013,95,91,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2014,91,91,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2015,95,91,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2016,91,91,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2017,94,91,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2018,94,91,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2019,91,91,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2020,92,92,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2021,92,92,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2022,92,92,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2023,92,92,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Canada,CAN,2024,92,92,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1980,36,17,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1981,36,18,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1982,44,23,-21.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1983,49,27,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1984,57,35,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1985,65,45,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1986,69,49,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1987,72,52,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1988,78,61,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1989,81,64,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1990,85,70,-15.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1991,82,65,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1992,79,63,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1993,77,61,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1994,75,59,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1995,80,67,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1996,77,65,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1997,78,65,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1998,78,67,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,1999,79,70,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2000,80,71,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2001,82,73,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2002,81,73,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2003,83,75,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2004,84,77,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2005,84,76,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2006,83,74,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2007,83,74,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2008,83,74,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2009,82,74,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2010,83,75,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2011,86,78,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2012,86,77,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2013,85,78,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2014,86,79,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2015,86,79,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2016,85,81,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2017,87,82,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2018,88,83,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2019,89,84,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2020,87,81,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2021,87,81,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2022,90,84,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2023,86,80,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Eastern Mediterranean (WHO),,2024,85,79,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1981,21,3,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1982,21,3,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1983,22,4,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1984,22,4,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1985,25,6,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1986,27,7,-20.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1987,39,16,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1988,39,16,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1989,51,26,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1990,73,49,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1991,45,21,-24.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1992,35,13,-22.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1993,53,28,-25.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1994,80,57,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1995,80,57,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1996,78,55,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1997,78,55,-23.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1998,61,42,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,1999,44,28,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2000,47,30,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2001,50,32,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2002,52,35,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2003,55,37,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2004,58,39,-19.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2005,61,43,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2006,64,46,-18.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2007,67,50,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2008,71,54,-17.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2009,74,58,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2010,77,61,-16.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2011,80,65,-15.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2012,74,61,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2013,67,59,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2014,73,61,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2015,74,62,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2016,75,64,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2017,76,65,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2018,75,62,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2019,73,61,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2020,71,62,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2021,75,63,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2022,75,63,-12.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2023,77,70,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Ethiopia,ETH,2024,81,73,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1980,30.68454,26.877947,-3.81,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1981,39.814972,35.907818,-3.91,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1982,41.166485,37.516827,-3.65,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1983,41.824448,38.283497,-3.54,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1984,45.938778,42.709396,-3.23,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1985,47.65969,43.012753,-4.65,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1986,49.544018,45.895065,-3.65,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1987,49.13144,44.483658,-4.65,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1988,48.822052,44.292477,-4.53,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1989,49.43989,45.82926,-3.61,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1990,56.27954,52.011955,-4.27,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1991,58.477905,54.914513,-3.56,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1992,91.29953,83.80669,-7.49,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1993,92.85087,85.174706,-7.68,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1994,95.69192,90.22687,-5.47,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1995,95.152214,89.27698,-5.88,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1996,95.80196,91.217,-4.58,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1997,95.851906,92.25377,-3.60,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1998,95.773506,92.7365,-3.04,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,1999,96.49463,94.70049,-1.79,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2000,96.16521,93.65355,-2.51,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2001,96.21881,94.59116,-1.63,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2002,96.27278,94.93218,-1.34,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2003,95.944275,94.71546,-1.23,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2004,96.34931,95.446014,-0.90,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2005,96.54497,95.54562,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2006,96.854744,96.13989,-0.71,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2007,96.86733,96.100464,-0.77,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2008,96.23989,95.68077,-0.56,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2009,95.137245,94.38012,-0.76,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2010,93.92054,93.24351,-0.68,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2011,93.95234,93.10296,-0.85,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2012,95.82465,94.882996,-0.94,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2013,95.567635,93.65562,-1.91,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2014,94.36978,90.48741,-3.88,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2015,94.39472,90.71346,-3.68,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2016,93.49178,90.33941,-3.15,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2017,94.91746,91.93416,-2.98,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2018,95.975655,93.081474,-2.89,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2019,96.00719,93.72514,-2.28,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2020,95.92834,93.43497,-2.49,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2021,95.97532,93.228325,-2.75,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2022,95.073235,92.673325,-2.40,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe,,2023,95.37271,92.87597,-2.50,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1980,70,63,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1981,80,75,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1982,80,75,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1983,80,75,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1984,84,79,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1985,86,78,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1986,85,76,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1987,87,78,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1988,86,77,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1989,85,76,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1990,90,80,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1991,92,84,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1992,94,85,-9.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1993,92,81,-11.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1994,95,88,-7.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1995,94,86,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1996,95,89,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1997,96,91,-5.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1998,96,92,-4.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,1999,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2000,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2001,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2002,95,93,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2003,94,92,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2004,95,94,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2005,96,95,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2006,96,95,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2007,97,96,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2008,97,96,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2009,96,95,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2010,95,94,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2011,95,94,-1.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2012,96,96,0.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2013,97,95,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2014,95,92,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2015,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2016,95,92,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2017,96,93,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2018,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2019,97,95,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2020,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2021,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2022,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2023,96,94,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
Europe (WHO),,2024,95,93,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1980,92,79,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1981,92,79,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1982,95,85,-10.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1983,96,90,-6.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1984,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1985,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1986,98,96,-2.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1987,96,88,-8.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1988,92,79,-13.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1989,98,95,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1990,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1991,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1992,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
France,FRA,1993,97,94,-3.00,Our World in Data (WHO/UNICEF 2025); UN WPP 2024
